position,name,height,foot,current league,current club,24/25 minutes,24/25 goals,24/25 games,24/25 assists,23/24 minutes,23/24 goals,23/24 games,23/24 assists,22/23 minutes,22/23 goals,22/23 games,22/23 assists,21/22 minutes,21/22 goals,21/22 games,21/22 assists,20/21 minutes,20/21 goals,20/21 games,20/21 assists,19/20 minutes,19/20 goals,19/20 games,19/20 assists,18/19 minutes,18/19 goals,18/19 games,18/19 assists,17/18 minutes,17/18 goals,17/18 games,17/18 assists,16/17 minutes,16/17 goals,16/17 games,16/17 assists
Back,Ko Itakura,188.0,right,Bundesliga,Borussia Mönchengladbach,1170.0,2.0,13.0,1.0,1734.0,3.0,22.0,0.0,2072.0,0.0,25.0,2.0,2761.0,4.0,32.0,0.0,3240.0,1.0,36.0,1.0,2119.0,0.0,28.0,0.0,270.0,0.0,3.0,0.0,2580.0,3.0,32.0,0.0,670.0,1.0,15.0,3.0
Defensive Midfield,Raphael Onyedika,184.0,right,Jupiler Pro League,Club Brugge KV,1347.0,1.0,19.0,2.0,3668.0,4.0,49.0,2.0,4022.0,0.0,49.0,0.0,4089.0,4.0,48.0,3.0,2505.0,3.0,29.0,1.0,2108.0,2.0,25.0,2.0,,,,,,,,,,,,
Central Midfield,Manu Koné,185.0,right,Serie A,AS Roma,1070.0,1.0,16.0,0.0,1717.0,2.0,25.0,2.0,2710.0,1.0,31.0,1.0,2376.0,3.0,29.0,1.0,2669.0,5.0,42.0,1.0,1624.0,2.0,22.0,0.0,1011.0,0.0,15.0,0.0,,,,,,,,
Back,Ozan Kabak,187.0,right,Bundesliga,TSG 1899 Hoffenheim,,,,,2362.0,4.0,30.0,1.0,2584.0,4.0,33.0,4.0,1104.0,0.0,13.0,0.0,2369.0,0.0,27.0,0.0,1940.0,3.0,28.0,1.0,2974.0,3.0,34.0,0.0,1.0,0.0,1.0,0.0,,,,
Back,Ilya Gribakin,190.0,right,Premier Liga,Krylya Sovetov Samara,193.0,0.0,3.0,0.0,2601.0,1.0,32.0,0.0,2141.0,2.0,31.0,2.0,2307.0,7.0,28.0,3.0,2814.0,4.0,38.0,2.0,,,,,,,,,,,,,,,,
Back,Danilo,184.0,right,Serie A,Juventus FC,453.0,0.0,12.0,0.0,2901.0,1.0,34.0,3.0,4644.0,3.0,54.0,3.0,2627.0,2.0,31.0,3.0,3831.0,1.0,46.0,4.0,2152.0,2.0,32.0,0.0,1481.0,1.0,22.0,1.0,2477.0,3.0,38.0,2.0,2087.0,1.0,25.0,3.0
Right Winger,Diego López,172.0,right,LaLiga,Valencia CF,851.0,2.0,12.0,1.0,2847.0,4.0,39.0,6.0,1458.0,8.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,,,,,,,,,,,,
Back,Charalampos Lykogiannis,191.0,left,Serie A,Bologna FC 1909,641.0,0.0,8.0,2.0,1047.0,2.0,25.0,1.0,1376.0,2.0,24.0,0.0,1914.0,1.0,30.0,0.0,2460.0,4.0,33.0,2.0,1609.0,0.0,23.0,1.0,917.0,0.0,12.0,2.0,2602.0,2.0,33.0,4.0,3231.0,3.0,36.0,3.0
Back,Bart Nieuwkoop,181.0,right,Eredivisie,Feyenoord Rotterdam,477.0,1.0,9.0,1.0,1543.0,2.0,32.0,3.0,4071.0,4.0,51.0,8.0,2766.0,4.0,39.0,3.0,1256.0,0.0,19.0,0.0,1598.0,0.0,24.0,0.0,1924.0,0.0,27.0,1.0,1556.0,1.0,26.0,1.0,1400.0,2.0,26.0,3.0
Forward,Santiago Castro,179.0,right,Serie A,Bologna FC 1909,1102.0,4.0,17.0,2.0,237.0,1.0,8.0,1.0,1596.0,7.0,35.0,1.0,834.0,2.0,27.0,1.0,9.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,
Left Winger,Ricardinho,178.0,right,Liga Portugal,CD Santa Clara,533.0,3.0,14.0,0.0,2525.0,1.0,37.0,6.0,2140.0,2.0,30.0,4.0,2744.0,6.0,43.0,3.0,775.0,1.0,9.0,1.0,227.0,1.0,4.0,0.0,10.0,0.0,1.0,0.0,,,,,,,,
Back,Wendell,176.0,left,Liga Portugal,FC Porto,47.0,0.0,2.0,0.0,2998.0,4.0,36.0,3.0,3148.0,2.0,44.0,5.0,1318.0,1.0,28.0,1.0,2158.0,0.0,30.0,2.0,2645.0,0.0,34.0,4.0,3230.0,2.0,39.0,2.0,2533.0,3.0,30.0,3.0,3098.0,2.0,38.0,3.0
Central Midfield,Bruno Costa,174.0,right,Liga Portugal,CD Nacional,245.0,0.0,7.0,0.0,1543.0,0.0,20.0,2.0,1775.0,4.0,28.0,4.0,1108.0,0.0,21.0,1.0,2605.0,4.0,33.0,4.0,1274.0,0.0,23.0,1.0,1143.0,1.0,19.0,4.0,2249.0,3.0,32.0,3.0,802.0,2.0,14.0,0.0
Left Winger,Óscar Aranda,181.0,right,Liga Portugal,FC Famalicão,932.0,1.0,13.0,1.0,797.0,1.0,23.0,1.0,784.0,3.0,29.0,2.0,2114.0,9.0,33.0,1.0,19.0,0.0,1.0,0.0,65.0,0.0,4.0,0.0,,,,,,,,,,,,
Back,Carlos Augusto,184.0,left,Serie A,Inter Milan,518.0,0.0,11.0,1.0,2326.0,1.0,46.0,3.0,3210.0,6.0,37.0,5.0,3196.0,3.0,37.0,1.0,2654.0,3.0,33.0,5.0,663.0,0.0,8.0,0.0,1738.0,1.0,21.0,0.0,631.0,0.0,8.0,0.0,,,,
Back,Seiya Maikuma,179.0,right,Eredivisie,AZ Alkmaar,1239.0,0.0,16.0,0.0,1354.0,0.0,17.0,1.0,3010.0,3.0,36.0,2.0,2672.0,4.0,42.0,4.0,3485.0,4.0,39.0,9.0,2854.0,3.0,36.0,4.0,,,,,,,,,,,,
Left Winger,Ousseynou Niang,168.0,right,Jupiler Pro League,Union Saint-Gilloise,1011.0,1.0,15.0,1.0,1148.0,6.0,25.0,3.0,882.0,3.0,13.0,2.0,1644.0,4.0,20.0,3.0,,,,,,,,,,,,,,,,,,,,
Defensive Midfield,Jonathan de Guzmán,173.0,right,Eredivisie,Sparta Rotterdam,35.0,0.0,1.0,0.0,2086.0,1.0,33.0,3.0,1507.0,2.0,25.0,1.0,1684.0,0.0,25.0,2.0,935.0,5.0,17.0,1.0,193.0,1.0,10.0,1.0,2084.0,3.0,39.0,9.0,1348.0,0.0,19.0,5.0,1533.0,2.0,29.0,2.0
Attacking Midfield,Anouar Ait El Hadj,167.0,right,Jupiler Pro League,Union Saint-Gilloise,659.0,0.0,12.0,0.0,1115.0,5.0,27.0,0.0,1214.0,3.0,28.0,1.0,1119.0,2.0,35.0,1.0,2147.0,4.0,31.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Back,Sven Karic,186.0,left,Premier Liga,FC Pari Nizhniy Novgorod,1689.0,2.0,20.0,1.0,3134.0,3.0,36.0,0.0,2882.0,1.0,36.0,1.0,3537.0,1.0,41.0,5.0,2936.0,4.0,33.0,3.0,2012.0,3.0,27.0,1.0,1397.0,0.0,19.0,1.0,743.0,0.0,10.0,0.0,313.0,0.0,5.0,0.0
Back,Kolbeinn Finnsson,181.0,left,Eredivisie,FC Utrecht,573.0,0.0,8.0,0.0,2871.0,2.0,34.0,4.0,2096.0,1.0,28.0,3.0,1481.0,0.0,19.0,0.0,1389.0,4.0,28.0,1.0,1196.0,0.0,18.0,3.0,1126.0,2.0,14.0,3.0,2019.0,0.0,25.0,0.0,2260.0,5.0,27.0,2.0
Forward,Andy Logbo,188.0,left,Ligue 1,Le Havre AC,,,,,428.0,0.0,13.0,0.0,890.0,5.0,14.0,0.0,1293.0,9.0,19.0,0.0,19.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
Defensive Midfield,Yannik Keitel,186.0,both,Bundesliga,VfB Stuttgart,13.0,0.0,2.0,0.0,1020.0,1.0,18.0,0.0,1132.0,0.0,31.0,3.0,596.0,0.0,14.0,0.0,964.0,1.0,18.0,1.0,1327.0,2.0,20.0,0.0,930.0,1.0,16.0,0.0,1571.0,5.0,20.0,4.0,1816.0,4.0,22.0,3.0
Defensive Midfield,Claudio Falcão,187.0,right,Liga Portugal,SC Farense,1143.0,0.0,13.0,0.0,2941.0,4.0,35.0,1.0,2028.0,4.0,30.0,3.0,2216.0,1.0,28.0,0.0,1411.0,0.0,22.0,1.0,2407.0,0.0,28.0,1.0,1859.0,4.0,26.0,0.0,2231.0,1.0,34.0,1.0,,,,
Right Winger,Yáser Asprilla,175.0,left,LaLiga,Girona FC,461.0,1.0,10.0,0.0,2924.0,6.0,47.0,8.0,1661.0,1.0,39.0,2.0,1441.0,1.0,18.0,2.0,1427.0,5.0,20.0,1.0,20.0,0.0,2.0,0.0,,,,,,,,,,,,
Back,Gabriel Osho,185.0,right,Ligue 1,AJ Auxerre,826.0,0.0,10.0,0.0,2028.0,2.0,23.0,0.0,2657.0,3.0,35.0,0.0,1672.0,0.0,26.0,0.0,2319.0,1.0,27.0,0.0,1547.0,2.0,20.0,2.0,1863.0,4.0,22.0,0.0,2366.0,1.0,27.0,0.0,621.0,1.0,8.0,0.0
Back,Niklas Vesterlund,185.0,right,Eredivisie,FC Utrecht,45.0,0.0,1.0,0.0,324.0,0.0,10.0,1.0,2910.0,5.0,33.0,6.0,2319.0,2.0,27.0,4.0,2135.0,4.0,35.0,3.0,1733.0,2.0,27.0,0.0,2695.0,0.0,33.0,1.0,2001.0,0.0,23.0,1.0,1350.0,1.0,15.0,0.0
Back,Josip Juranovic,173.0,right,Bundesliga,1.FC Union Berlin,0.0,0.0,0.0,0.0,1777.0,0.0,27.0,3.0,3049.0,5.0,36.0,4.0,3487.0,6.0,44.0,4.0,2660.0,1.0,32.0,8.0,2950.0,2.0,34.0,3.0,2471.0,0.0,28.0,3.0,2629.0,0.0,33.0,4.0,2235.0,0.0,25.0,0.0
Back,Danilho Doekhi,190.0,right,Bundesliga,1.FC Union Berlin,1170.0,0.0,13.0,0.0,2510.0,2.0,28.0,0.0,3199.0,6.0,36.0,2.0,4148.0,4.0,46.0,0.0,3330.0,1.0,37.0,1.0,2695.0,0.0,30.0,1.0,2106.0,0.0,28.0,0.0,2835.0,0.0,33.0,0.0,2096.0,1.0,29.0,1.0
Back,Miguel Gutiérrez,180.0,left,LaLiga,Girona FC,1657.0,2.0,19.0,3.0,3378.0,2.0,40.0,9.0,2577.0,2.0,36.0,4.0,1607.0,2.0,20.0,9.0,1537.0,1.0,21.0,1.0,784.0,4.0,10.0,0.0,145.0,1.0,4.0,1.0,105.0,0.0,2.0,0.0,,,,
Defensive Midfield,Kalvin Phillips,179.0,right,Premier League,Ipswich Town,608.0,0.0,8.0,0.0,639.0,1.0,20.0,0.0,595.0,0.0,21.0,0.0,1865.0,1.0,23.0,1.0,2564.0,1.0,31.0,3.0,3524.0,2.0,40.0,2.0,3863.0,1.0,46.0,3.0,3360.0,7.0,43.0,3.0,2656.0,1.0,40.0,2.0
Defensive Midfield,Ramiz Zerrouki,183.0,right,Eredivisie,Feyenoord Rotterdam,728.0,1.0,13.0,1.0,2080.0,1.0,36.0,0.0,3591.0,2.0,41.0,5.0,2820.0,4.0,34.0,1.0,2044.0,0.0,32.0,2.0,1177.0,1.0,14.0,0.0,1251.0,2.0,16.0,0.0,2363.0,1.0,31.0,0.0,2191.0,2.0,25.0,1.0
Defensive Midfield,Mario Lemina,184.0,right,Premier League,Wolverhampton Wanderers,1043.0,1.0,14.0,3.0,3261.0,5.0,39.0,1.0,2833.0,1.0,41.0,2.0,2124.0,2.0,36.0,0.0,1850.0,1.0,30.0,0.0,2229.0,1.0,28.0,0.0,1795.0,1.0,23.0,1.0,2001.0,1.0,29.0,1.0,1228.0,1.0,29.0,1.0
Attacking Midfield,Valentín Carboni,185.0,left,Ligue 1,Olympique Marseille,100.0,0.0,4.0,0.0,1178.0,2.0,32.0,4.0,1431.0,5.0,23.0,2.0,1867.0,7.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,
Back,Javi Hernández,180.0,left,LaLiga,CD Leganés,895.0,0.0,12.0,1.0,2518.0,1.0,30.0,2.0,1220.0,1.0,26.0,3.0,3572.0,3.0,41.0,1.0,3125.0,3.0,36.0,1.0,2136.0,2.0,24.0,0.0,2511.0,2.0,31.0,0.0,2736.0,2.0,33.0,0.0,90.0,0.0,1.0,0.0
Central Midfield,Ahmed Ildız,181.0,right,Süper Lig,Göztepe,320.0,1.0,8.0,0.0,1230.0,3.0,20.0,2.0,1925.0,4.0,32.0,2.0,1129.0,1.0,23.0,3.0,1971.0,1.0,39.0,1.0,509.0,0.0,17.0,0.0,1734.0,2.0,32.0,2.0,757.0,2.0,16.0,1.0,701.0,0.0,16.0,1.0
Back,Marc Oliver Kempf,186.0,left,Serie A,Como 1907,1205.0,0.0,14.0,0.0,2012.0,4.0,25.0,0.0,2832.0,1.0,32.0,0.0,2236.0,3.0,28.0,1.0,3004.0,2.0,35.0,1.0,1790.0,2.0,23.0,4.0,2115.0,2.0,24.0,0.0,1019.0,0.0,14.0,1.0,1236.0,0.0,14.0,0.0
Right Winger,Mohamed Brahimi,181.0,right,Premier Liga,Fakel Voronezh,1206.0,1.0,18.0,0.0,750.0,0.0,13.0,3.0,2415.0,0.0,34.0,7.0,2166.0,6.0,31.0,3.0,706.0,5.0,11.0,2.0,,,,,787.0,2.0,13.0,0.0,63.0,0.0,1.0,0.0,,,,
Central Midfield,Sergi Roberto,178.0,right,Serie A,Como 1907,528.0,0.0,8.0,1.0,1313.0,3.0,24.0,3.0,1874.0,4.0,33.0,3.0,569.0,2.0,12.0,1.0,1200.0,1.0,20.0,2.0,3021.0,1.0,39.0,2.0,3218.0,1.0,44.0,7.0,3439.0,1.0,48.0,8.0,3568.0,1.0,47.0,6.0
Central Midfield,Emre Karaal,185.0,right,Süper Lig,Basaksehir FK,0.0,0.0,0.0,0.0,1247.0,3.0,22.0,1.0,779.0,0.0,19.0,0.0,2093.0,8.0,26.0,5.0,1604.0,3.0,21.0,4.0,,,,,,,,,,,,,,,,
Central Midfield,Arne Maier,186.0,right,Bundesliga,FC Augsburg,471.0,1.0,11.0,1.0,1059.0,2.0,23.0,3.0,2081.0,6.0,32.0,1.0,1992.0,1.0,30.0,8.0,1079.0,0.0,19.0,1.0,724.0,0.0,16.0,0.0,2249.0,0.0,26.0,0.0,2463.0,1.0,32.0,3.0,1486.0,3.0,19.0,6.0
Central Midfield,Luca Kerber,184.0,right,Bundesliga,1.FC Heidenheim 1846,485.0,0.0,12.0,0.0,3369.0,9.0,43.0,4.0,2670.0,3.0,36.0,4.0,2400.0,1.0,30.0,4.0,2040.0,1.0,24.0,1.0,,,,,,,,,,,,,,,,
Back,Sergio Reguilón,178.0,left,Premier League,Tottenham Hotspur,0.0,0.0,0.0,0.0,1779.0,0.0,28.0,4.0,317.0,0.0,12.0,0.0,2282.0,2.0,31.0,3.0,2790.0,0.0,36.0,5.0,3055.0,3.0,38.0,5.0,1796.0,0.0,22.0,3.0,2485.0,2.0,30.0,4.0,1969.0,7.0,31.0,1.0
Back,Nikola Boranijasevic,182.0,right,Süper Lig,Konyaspor,902.0,0.0,11.0,0.0,2756.0,1.0,36.0,2.0,4017.0,1.0,46.0,6.0,2598.0,4.0,33.0,2.0,2936.0,3.0,34.0,6.0,3318.0,2.0,39.0,4.0,2864.0,2.0,34.0,6.0,3125.0,0.0,36.0,5.0,949.0,1.0,13.0,3.0
Defensive Midfield,Ufuk Akyol,180.0,right,Süper Lig,Konyaspor,301.0,0.0,5.0,0.0,848.0,1.0,24.0,0.0,1835.0,0.0,29.0,0.0,314.0,0.0,8.0,0.0,653.0,0.0,17.0,0.0,2284.0,3.0,33.0,0.0,2558.0,1.0,33.0,3.0,2849.0,9.0,34.0,0.0,334.0,0.0,12.0,0.0
Attacking Midfield,Matheus França,184.0,right,Premier League,Crystal Palace,,,,,475.0,0.0,14.0,1.0,1058.0,3.0,29.0,0.0,1229.0,8.0,28.0,3.0,159.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,
Left Winger,Benito Ramírez,179.0,left,LaLiga,UD Las Palmas,278.0,0.0,10.0,0.0,622.0,1.0,23.0,1.0,435.0,1.0,14.0,2.0,1635.0,4.0,33.0,3.0,1964.0,0.0,37.0,2.0,1949.0,2.0,26.0,2.0,2251.0,1.0,29.0,1.0,2674.0,5.0,36.0,0.0,14.0,0.0,2.0,0.0
Defensive Midfield,Adem Eren Kabak,185.0,right,Süper Lig,Konyaspor,80.0,1.0,2.0,0.0,1410.0,1.0,28.0,0.0,1085.0,4.0,28.0,0.0,2526.0,3.0,30.0,1.0,2378.0,1.0,32.0,2.0,1121.0,1.0,18.0,0.0,2329.0,3.0,28.0,0.0,,,,,,,,
Central Midfield,Ethan Mbappé,180.0,left,Ligue 1,LOSC Lille,80.0,0.0,4.0,0.0,2823.0,10.0,37.0,6.0,1821.0,4.0,28.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Back,Milos Satara,190.0,right,Premier Liga,Akhmat Grozny,1187.0,0.0,16.0,0.0,788.0,1.0,9.0,0.0,934.0,0.0,12.0,0.0,1556.0,1.0,18.0,1.0,4172.0,7.0,48.0,2.0,2346.0,3.0,27.0,1.0,1418.0,0.0,16.0,1.0,3334.0,1.0,38.0,0.0,3113.0,1.0,36.0,0.0
Forward,Ange-Yoan Bonny,189.0,right,Serie A,Parma Calcio 1913,976.0,4.0,14.0,1.0,2181.0,8.0,38.0,10.0,751.0,1.0,28.0,1.0,515.0,0.0,17.0,0.0,531.0,1.0,10.0,0.0,18.0,0.0,1.0,0.0,,,,,,,,,,,,
Back,Nahuel Tenaglia,181.0,right,LaLiga,Deportivo Alavés,1035.0,1.0,12.0,1.0,1477.0,1.0,29.0,1.0,3231.0,3.0,39.0,3.0,1072.0,0.0,14.0,0.0,3552.0,5.0,41.0,4.0,3369.0,4.0,39.0,2.0,1723.0,0.0,22.0,2.0,389.0,0.0,5.0,1.0,,,,
Central Midfield,Karol Linetty,175.0,right,Serie A,Torino FC,922.0,1.0,13.0,0.0,1926.0,0.0,29.0,0.0,2003.0,1.0,35.0,0.0,1043.0,0.0,18.0,3.0,2030.0,1.0,30.0,0.0,2196.0,4.0,30.0,3.0,2589.0,3.0,35.0,3.0,2133.0,3.0,29.0,2.0,2630.0,1.0,38.0,5.0
Right Winger,Dilane Bakwa,180.0,left,Ligue 1,RC Strasbourg Alsace,1047.0,2.0,12.0,3.0,2445.0,5.0,35.0,9.0,2750.0,5.0,39.0,9.0,855.0,1.0,15.0,1.0,193.0,0.0,9.0,0.0,361.0,1.0,6.0,0.0,71.0,0.0,3.0,0.0,36.0,0.0,2.0,0.0,,,,
Attacking Midfield,Aymen Barkok,189.0,right,Bundesliga,1.FSV Mainz 05,70.0,0.0,4.0,0.0,1306.0,2.0,27.0,1.0,786.0,1.0,27.0,1.0,238.0,0.0,7.0,0.0,1049.0,2.0,28.0,3.0,737.0,4.0,11.0,0.0,842.0,1.0,16.0,0.0,356.0,0.0,10.0,1.0,1441.0,4.0,27.0,4.0
Central Midfield,Kristijan Bistrovic,183.0,right,Premier Liga,CSKA Moscow,709.0,1.0,13.0,0.0,2457.0,3.0,31.0,1.0,1684.0,1.0,25.0,0.0,1676.0,3.0,28.0,4.0,1833.0,3.0,40.0,5.0,2062.0,1.0,36.0,5.0,1439.0,2.0,23.0,1.0,1139.0,0.0,22.0,0.0,55.0,0.0,2.0,0.0
Defensive Midfield,Gerard Gumbau,188.0,left,LaLiga,Rayo Vallecano,434.0,0.0,10.0,1.0,2716.0,0.0,36.0,3.0,2993.0,1.0,38.0,7.0,2309.0,0.0,37.0,6.0,3047.0,1.0,43.0,7.0,3074.0,1.0,44.0,1.0,1485.0,1.0,20.0,1.0,1889.0,1.0,31.0,0.0,2816.0,9.0,34.0,3.0
Back,Ian Maatsen,178.0,left,Premier League,Aston Villa,615.0,0.0,16.0,0.0,2277.0,3.0,38.0,2.0,3552.0,4.0,42.0,6.0,3247.0,3.0,42.0,1.0,3338.0,2.0,41.0,3.0,2058.0,1.0,24.0,2.0,2444.0,1.0,28.0,6.0,1833.0,0.0,21.0,2.0,,,,
Defensive Midfield,Youssouf Ndayishimiye,183.0,right,Ligue 1,OGC Nice,873.0,1.0,12.0,0.0,1909.0,1.0,26.0,0.0,3507.0,8.0,44.0,1.0,2339.0,1.0,28.0,3.0,2532.0,2.0,37.0,2.0,217.0,1.0,8.0,2.0,,,,,,,,,,,,
Defensive Midfield,Pablo Rosario,185.0,right,Ligue 1,OGC Nice,1219.0,2.0,16.0,0.0,2365.0,0.0,34.0,1.0,2214.0,0.0,39.0,2.0,2970.0,0.0,41.0,2.0,3144.0,1.0,40.0,4.0,3529.0,3.0,41.0,3.0,3580.0,1.0,41.0,4.0,1383.0,0.0,27.0,3.0,2687.0,7.0,31.0,1.0
Central Midfield,Yassin Oukili,195.0,right,Eredivisie,RKC Waalwijk,531.0,0.0,13.0,0.0,2884.0,5.0,33.0,1.0,1893.0,3.0,32.0,2.0,1210.0,1.0,25.0,1.0,379.0,1.0,5.0,1.0,2271.0,1.0,30.0,2.0,1774.0,2.0,25.0,0.0,1073.0,1.0,12.0,2.0,90.0,0.0,1.0,0.0
Back,Federico Baschirotto,187.0,right,Serie A,US Lecce,1260.0,0.0,14.0,0.0,3430.0,0.0,39.0,1.0,3428.0,3.0,38.0,1.0,1953.0,4.0,32.0,0.0,2779.0,4.0,31.0,2.0,2465.0,0.0,28.0,0.0,2959.0,2.0,33.0,3.0,1403.0,1.0,24.0,1.0,612.0,0.0,11.0,0.0
Defensive Midfield,Dominik Kohr,183.0,right,Bundesliga,1.FSV Mainz 05,1095.0,1.0,12.0,0.0,2300.0,1.0,33.0,0.0,2483.0,4.0,33.0,0.0,1864.0,0.0,24.0,3.0,1625.0,1.0,26.0,2.0,2300.0,1.0,40.0,5.0,1451.0,2.0,25.0,5.0,2074.0,2.0,32.0,2.0,2141.0,2.0,28.0,2.0
Back,Leo Østigård,183.0,right,Ligue 1,Stade Rennais FC,623.0,1.0,9.0,0.0,1947.0,2.0,32.0,0.0,695.0,1.0,11.0,0.0,2604.0,2.0,31.0,0.0,3211.0,3.0,40.0,2.0,2436.0,1.0,29.0,0.0,1121.0,2.0,13.0,0.0,1315.0,2.0,17.0,0.0,7.0,0.0,1.0,0.0
Left Winger,Alexander Jakobsen,180.0,both,Eredivisie,RKC Waalwijk,35.0,0.0,3.0,0.0,287.0,0.0,8.0,0.0,649.0,4.0,23.0,1.0,196.0,0.0,8.0,0.0,767.0,1.0,15.0,0.0,253.0,0.0,11.0,0.0,773.0,1.0,17.0,0.0,1125.0,3.0,25.0,4.0,2348.0,5.0,31.0,4.0
Left Winger,Nikita Saltykov,174.0,right,Premier Liga,Lokomotiv Moscow,316.0,0.0,8.0,1.0,2556.0,4.0,33.0,5.0,1518.0,2.0,29.0,3.0,1851.0,5.0,29.0,5.0,714.0,3.0,10.0,4.0,,,,,,,,,,,,,,,,
Back,Hans Hateboer,187.0,right,Ligue 1,Stade Rennais FC,657.0,0.0,12.0,0.0,1413.0,0.0,32.0,1.0,1531.0,2.0,19.0,1.0,2112.0,0.0,30.0,0.0,2394.0,2.0,30.0,4.0,3035.0,2.0,42.0,6.0,3693.0,6.0,43.0,6.0,3276.0,0.0,43.0,2.0,2178.0,2.0,27.0,5.0
Defensive Midfield,Nemanja Gudelj,187.0,right,LaLiga,Sevilla FC,990.0,0.0,12.0,0.0,2400.0,3.0,30.0,1.0,4463.0,4.0,53.0,1.0,1551.0,0.0,28.0,0.0,1929.0,0.0,44.0,0.0,2216.0,0.0,38.0,0.0,3559.0,1.0,43.0,1.0,1613.0,3.0,18.0,2.0,2753.0,3.0,33.0,7.0
Central Midfield,Mats Pannewig,195.0,,Bundesliga,VfL Bochum,160.0,1.0,6.0,0.0,829.0,5.0,11.0,2.0,1348.0,5.0,17.0,1.0,662.0,3.0,12.0,0.0,336.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,
Back,Jaka Bijol,190.0,right,Serie A,Udinese Calcio,1350.0,1.0,15.0,1.0,2173.0,0.0,25.0,0.0,2805.0,3.0,33.0,2.0,2578.0,1.0,30.0,3.0,2450.0,0.0,36.0,0.0,906.0,2.0,34.0,2.0,1427.0,4.0,27.0,3.0,2596.0,3.0,30.0,3.0,,,,
Central Midfield,Mateo Kovacic,177.0,right,Premier League,Manchester City,1120.0,3.0,15.0,0.0,2713.0,3.0,46.0,1.0,2467.0,2.0,37.0,2.0,2904.0,2.0,44.0,6.0,2688.0,0.0,42.0,2.0,3282.0,2.0,47.0,3.0,3088.0,0.0,51.0,2.0,1824.0,0.0,36.0,3.0,2155.0,2.0,39.0,3.0
Central Midfield,Álvaro Aguado,175.0,right,LaLiga,RCD Espanyol Barcelona,404.0,0.0,10.0,0.0,2310.0,1.0,39.0,3.0,2017.0,1.0,36.0,2.0,2887.0,4.0,41.0,3.0,399.0,0.0,13.0,1.0,587.0,2.0,10.0,1.0,1591.0,1.0,26.0,2.0,2481.0,4.0,35.0,0.0,804.0,1.0,19.0,0.0
Right Winger,Edgar Sevikyan,175.0,left,Premier Liga,Lokomotiv Moscow,548.0,0.0,13.0,3.0,2051.0,9.0,40.0,1.0,641.0,1.0,16.0,1.0,664.0,1.0,13.0,0.0,1446.0,2.0,25.0,0.0,526.0,1.0,8.0,0.0,,,,,,,,,,,,
Right Winger,Kiki,172.0,left,Liga Portugal,Casa Pia AC,,,,,4.0,0.0,1.0,0.0,1734.0,3.0,24.0,2.0,2434.0,5.0,38.0,5.0,1495.0,4.0,25.0,1.0,,,,,282.0,1.0,3.0,2.0,305.0,0.0,7.0,0.0,,,,
Right Winger,Gonçalo Borges,184.0,right,Liga Portugal,FC Porto,378.0,0.0,14.0,3.0,464.0,0.0,28.0,3.0,1580.0,5.0,37.0,2.0,2224.0,5.0,30.0,4.0,1388.0,1.0,32.0,2.0,382.0,1.0,6.0,0.0,70.0,1.0,7.0,0.0,,,,,,,,
Back,Onur Bulut,179.0,right,Süper Lig,Besiktas JK,147.0,0.0,10.0,0.0,3021.0,1.0,42.0,3.0,2686.0,3.0,31.0,5.0,3399.0,1.0,41.0,8.0,1075.0,0.0,22.0,1.0,1782.0,6.0,32.0,4.0,1790.0,2.0,25.0,2.0,978.0,0.0,14.0,2.0,1315.0,0.0,25.0,3.0
Back,Rafael Tolói,185.0,right,Serie A,Atalanta BC,129.0,0.0,3.0,0.0,1286.0,0.0,24.0,0.0,2915.0,2.0,34.0,1.0,2081.0,1.0,28.0,1.0,3447.0,2.0,43.0,0.0,3235.0,2.0,40.0,7.0,2481.0,2.0,29.0,5.0,3167.0,3.0,39.0,3.0,2990.0,1.0,35.0,0.0
Attacking Midfield,Adam Lallana,172.0,both,Premier League,Southampton FC,387.0,0.0,10.0,2.0,952.0,0.0,30.0,1.0,835.0,3.0,18.0,1.0,1606.0,0.0,25.0,1.0,1669.0,1.0,31.0,1.0,900.0,1.0,22.0,2.0,568.0,0.0,16.0,0.0,519.0,0.0,16.0,1.0,2607.0,8.0,35.0,7.0
Attacking Midfield,Rodrigo Mora,168.0,right,Liga Portugal,FC Porto,563.0,2.0,12.0,0.0,1768.0,11.0,37.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Central Midfield,Niklas Pyyhtiä,188.0,left,Serie A,Bologna FC 1909,,,,,1760.0,1.0,32.0,2.0,1681.0,4.0,26.0,5.0,1986.0,2.0,26.0,3.0,1454.0,4.0,22.0,3.0,691.0,1.0,19.0,1.0,303.0,1.0,5.0,0.0,,,,,,,,
